id,name,retailer,price,category,ingredients,image,link,similar,gluten,lactose,nut
1433,Mr Brain's 6 Pork Faggots 656g,aldi,1.09,frozen,"West Country Sauce (62%) contains: Water, Lard, wheat flour, Modified Cornflour, Tomato Puree, Salt, Colour: Caramel (E150c), Yeast Extract, Sugar, Onion Flavour, Spice and Herbs Extracts (celery), Pork Faggots (38%) contains: Water, Rusk (wheat), Rehydrated Pork Rind, Pork Liver (15%), Onion, Pork (4%), wheat flour, Salt, Sage, Spice Extracts",5000187139529_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-mr-brains-6-pork-faggots-656g/5000187139529,https://www.iceland.co.uk/p/mr-brains-6-pork-faggots-656g/38475.html,False,True,True
1434,Carlos Garlic Slices 260g/10 Pack,aldi,1.15,frozen,"wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Margarine (Rapeseed Oil, Palm Oil, Water, Palm Stearin, Emulsifier: Mono- Aand Diglycerides Of Fatty Acids; Flavouring, Colour: Carotens), Garlic Puree (4%), Butter (milk), Yeast, Salt, Parsley (0.5%), Flour Treatment Agent: Ascorbic Acid; wheat flour.",4088600149684_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-carlos-garlic-slices-260g10-pack/4088600149684,,False,False,True
1435,Slimwell Chicken Tikka Masala 500g,aldi,2.29,frozen,"Tikka Sauce (64%) [Water, Onion (22%), Fat Free Yogurt (milk), Red Pepper (9%), Tomato Paste, Garlic Purée, Ginger Purée, Tapioca Starch, Coriander, Garam Masala (Dill, Clove, Coriander, Ginger, celery, Fennel, Cumin), Salt, Red Chilli Purée, Lemon Juice From Concentrate, Turmeric, Cumin, Tomato Powder, Dried Potato, Rice Flour, Flavouring, Garlic Powder, Onion Powder, Colour: Paprika Extract; Sweetener: Sucralose; Leek Powder, Acidity Regulator: Citric Acid; Yeast Extract Powder, Paprika, Parsnip Powder, Coriander Seeds, Fenugreek Seeds, Chilli, Fenugreek], Chicken Tikka Pieces (36%) [Chicken (90%), Marinade (Water, Tomato Paste, Ginger Purée, Modified Tapioca Starch, Sunflower Oil, Garlic Purée, Salt, Yogurt Powder (milk), Green Chilli Purée, Garam Masala (Chilli, Cumin, Cinnamon, Turmeric, Ginger, Black Pepper, Mace, Coriander, Basil, Star Anise), Colour: Paprika Extract; Red Chilli Powder)].",4088600161853_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-slimwell-chicken-tikka-masala-500g/4088600161853,,True,False,True
1436,Specially Selected Beef Dripping Large Yorkshire Puddin,aldi,1.79,frozen,"wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Pasteurised Free Range egg White (23%), Skimmed milk, Pasteurised Free Range egg (13%), Beef Dripping (5%), Rapeseed Oil, Salt.",4088600218236_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-beef-dripping-large-yorkshire-puddings-6-pack/4088600218236,,False,False,True
1437,Four Seasons Tasty & Crispy Sweet Potato Fries 500g,aldi,2.29,frozen,"Sweet Potato (87%), Sunflower Oil, Modified Potato Starch, Potato Starch, Rice Flour, Salt, Dextrin, Paprika Extract, Thickener: Xanthan Gum; Raising Agents: Diphosphates, Sodium Carbonates.",4088600251820_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-four-seasons-tasty-crispy-sweet-potato-fries-500g/4088600251820,,True,True,True
1438,Specially Selected Deliciously Creamy Madagascan Vanill,aldi,2.19,frozen,"Whole milk, Double Cream (23%) (milk), Sugar, Skimmed milk Powder, Dextrose, Madagascan Bourbon Vanilla Extract (0.5%), Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Locust Bean Gum, Guar Gum, Carrageenan.",4088600265148_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-deliciously-creamy-madagascan-vanilla-ice-cream-500ml/4088600265148,,True,False,True
1439,The Fishmonger Skinless & Boneless Basa Fillets 380g,aldi,1.79,frozen,Basa Fillets (Pangasius Hypophthalmus) (fish).,4088600267425_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-the-fishmonger-skinless-boneless-basa-fillets-380g/4088600267425,,True,True,True
1440,The Fishmonger Skinless & Boneless Atlantic Cod Fillets,aldi,3.29,frozen,Cod (Gadus Morhua) (fish).,4088600285467_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-the-fishmonger-skinless-boneless-atlantic-cod-fillets-475g/4088600285467,,True,True,True
1441,The Fishmonger Skinless & Boneless Haddock Fillets 475g,aldi,3.29,frozen,Haddock (Melanogrammus Aeglefinus) (fish).,4088600285474_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-the-fishmonger-skinless-boneless-haddock-fillets-475g/4088600285474,,True,True,True
1442,The Fishmonger Boneless Smoked Haddock Fillets 400g,aldi,3.29,frozen,"Haddock (Melanogrammus Aeglefinus) (99%) (fish), Water, Salt, Colours: Curcumin, Paprika Extract.",4088600285481_0.jpg,https://groceries.aldi.co.uk/en-GB/p-the-fishmonger-boneless-smoked-haddock-fillets-400g/4088600285481,,True,True,True
1443,Roosters Breaded Poppin' Chicken 210g,aldi,0.99,frozen,"Chicken Breast (55%), wheat flour, Rapeseed Oil, Water, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Durum wheat Semoli, Pea Fibre, Salt, Dextrose, Tapioca Starch, Yeast, Flavouring, Dried Garlic, Dried Onion, Yeast Extract, Black Pepper, Cayenne Pepper, Fennel Powder, Ground Ginger, Ground Nutmeg, Dried Sage, Dried Thyme, White Pepper, Black Pepper Extract.",4088600245263_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-roosters-breaded-poppin-chicken-210g/4088600245263,,False,True,True
1444,Gianni's Mini Whirlz 8x50ml,aldi,1.69,frozen,"Ingredients:Lemon And Lime And Strawberry Flavoured Water Ice And Pineapple Flavoured Ice Cream - Made With Fruit Juice From Concentrate: Water, Reconstituted Skimmed milk, Reconstituted Fruit Juices (12%) (Lemon Juice From Concentrate, Strawberry Juice From Concentrate, Pineapple Juice From Concentrate, Grape Juice From Concentrate, Grapefruit Juice From Concentrate, Kiwi Juice Concentrate, Passion Fruit Juice From Concentrate, Mango Juice From Concentrate), Sugar, Glucose Syrup, Coconut Oil, Fructose, Maltodextrin, Stabilisers: Carob Gum, Carrageenan, Guar Gum; Acid: Citric Acid; Oligofructose, Vegetable Extracts (Carrot Concentrate, Black Carrot Concentrate), Flavourings, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Plant Extract (Spirulina Concentrate), Colour: Curcumin.Strawberry And Lemon And Lime Flavoured Water Ice And Pineapple Flavoured Ice Cream - Made With Fruit Juice From Concentrate: Water, Reconstituted Skimmed milk, Reconstituted Fruit Juices (12%) (Lemon Juice From Concentrate, Strawberry Juice From Concentrate, Pineapple Juice From Concentrate, Grape Juice From Concentrate, Grapefruit Juice From Concentrate, Kiwi Juice Concentrate, Passion Fruit Juice From Concentrate, Mango Juice From Concentrate), Sugar, Glucose Syrup, Coconut Oil, Fructose, Maltodextrin, Stabilisers: Carob Gum, Carrageenan, Guar Gum; Acid: Citric Acid; Oligofructose, Carrot Concentrate, Flavouring, Black Carrot Concentrate, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Spirulina Concentrate, Colour: Curcumin.",4088600247366_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-giannis-mini-whirlz-8x50ml/4088600247366,,True,False,True
1445,Inspired Cuisine Chicken Curry With Rice 400g,aldi,0.85,frozen,"Cooked Long Grain Rice (47%) (Water, Long Grain Rice), Curry Sauce (40%) [Water, Onion, Coconut, 16% Fat Cream (milk), Mango Chutney (Mango, Sugar, Salt, Acidity Regulator: Acetic Acid; Garlic, Ginger, Chilli), Cornflour, Tomato Purée, Sugar, Salt, Sunflower Oil, Ground Turmeric, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Ground Coriander, Ground Cumin, Yeast Extract, Ground Paprika, Garlic Purée, Chilli Powder, White Pepper, Fenugreek Leaf], Cooked Chicken Breast Pieces (13%) (Chicken, Corn Starch, Salt).",4088600069920_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-inspired-cuisine-chicken-curry-with-rice-400g/4088600069920,,False,False,True
1446,Inspired Cuisine Sweet & Sour Chicken With Rice 400g,aldi,0.85,frozen,"Cooked Long Grain Rice (47%) (Water, Long Grain Rice), Sweet And Sour Sauce (41%) [Water, Sugar, Onion, Tomato Purée, Red Pepper, soy Sauce (Water, soy Sauce (Water, soya Bean, wheat, Salt], Salt, Sugar, Molasses, Acidity Regulator: Lactic Acid), Pineapple, Cornflour, barley malt Vinegar, Carrot, Water Chestnut, Ginger Purée, Salt, Colour: Paprika Extract; Sunflower Oil], Cooked Chicken Breast Pieces (12%) (Chicken, Corn Starch, Salt).",4088600069937_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-inspired-cuisine-sweet-sour-chicken-with-rice-400g/4088600069937,,False,True,True
1447,Oakhurst Cooked Diced Chicken 340g,aldi,2.15,frozen,"Cooked Chicken Breast Fillet, Glucose Syrup, Modified Tapioca Starch, Acidity Regulators: Sodium Carbonates, Sodium Citrates; Salt.Made With 106g Of Raw Chicken Breast Per 100g Of Finished Product.",4088600255804_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-oakhurst-cooked-diced-chicken-340g/4088600255804,,True,True,True
1448,Four Seasons Exotic Smoothie Mix 500g,aldi,1.65,frozen,"Mango (34%), Pineapple (34%), Papaya (32%).",4088600255859_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-four-seasons-exotic-smoothie-mix-500g/4088600255859,,True,True,True
1449,Four Seasons Green Smoothie Mix 500g,aldi,1.65,frozen,"Mango (40%), Apple (20%), Kale (20%), Spinach (20%).",4088600255866_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-four-seasons-green-smoothie-mix-500g/4088600255866,,True,True,True
1450,The Tasty Catch Co. Lemon & Herb Basa 310g/2 Pack,aldi,2.55,frozen,"Basa (Pangasius Hypophthalmus) (73%) (fish), Lemon And Herb Tempura Batter [Gram Flour, Potato Starch, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt, wheat gluten, Maltodextrin, Palm Fat, Lemon Powder (2.5%), Raising Agents: Diphosphates, Sodium Carbonates; Herbs (1.5%) (Parsley, Oregano), Lemon Oil, Flavouring], Rapeseed Oil, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water.",4088600099569_0.jpg,https://groceries.aldi.co.uk/en-GB/p-the-tasty-catch-co-lemon-herb-basa-310g2-pack/4088600099569,,False,True,True
1451,The Tasty Catch Co. Salt & Pepper Basa 310g/2 Pack,aldi,2.55,frozen,"Basa (Pangasius Hypophthalmus) (73%) (fish), Salt And Pepper Dusting [Cornflour, Breadcrumb (wheat flour [wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin], wheat gluten, Salt, Dried wheat Sourdough, Yeast, Cider Vinegar), Maize Flour, Potato Starch, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Whey Powder (milk), Black Pepper, Yeast Extract], Rapeseed Oil, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Cornflour, Salt, Sugar, White Pepper, Paprika.",4088600099576_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-the-tasty-catch-co-salt-pepper-basa-310g2-pack/4088600099576,,False,False,True
1452,Roosters Gastro Sticky Teriyaki Chicken Thigh Bites 300,aldi,1.99,frozen,"Chicken Thighs (51%), Teriyaki Sauce (27%) [soya Sauce (Water, soya beans, Salt), Sugar, Water, Fructose-glucose Syrup, Brandy, Thickener: Xanthan Gum; Natural Flavourings, Preservatives: Potassium Benzoate, Sodium Benzoate], Water, Breadcrumbs (Rice Flour, Corn Dextrose, Salt, Colour: Plain Caramel; Paprika), Sunflower Oil, Rice Flour, Maize Flour, Corn Starch, Raising Agents: Diphosphates, Sodium Carbonates; Salt, Glucose Syrup, Modified Corn Starch, Black Pepper, Flavouring, Dextrose, Stabiliser: Triphosphates; Thickener: Xanthan Gum.",4088600268187_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-roosters-gastro-sticky-teriyaki-chicken-thigh-bites-300g/4088600268187,,True,True,True
1453,Northern Catch Breaded Wholetail Scampi 250g,aldi,2.29,frozen,"scampi (Nephrops Norvegicus) (40%) (crustacean), Breadcrumb [wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Yeast, Salt], Batter [Water, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt], Water, Rapeseed Oil, Stabilisers: Triphosphates.",4088600101255_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-northern-catch-breaded-wholetail-scampi-250g/4088600101255,,False,True,True
1454,Four Seasons Mango Chunks 500g,aldi,1.95,frozen,,4088600103679_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-four-seasons-mango-chunks-500g/4088600103679,,,,
1455,The Fishmonger Cooked & Peeled North Atlantic Large Pra,aldi,3.29,frozen,"Cooked And Peeled prawns (Pandalus Borealis) (99%) (crustacean), Salt.",4088600227931_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-the-fishmonger-cooked-peeled-north-atlantic-large-prawns-large-prawns-275g/4088600227931,,True,True,True
1456,Slimwell Ready Meals Sweet Potato Curry 550g,aldi,2.29,frozen,"Sweet Potato (31%), Water, Onion, Tomato Paste, Roasted Red Pepper (9%), Spinach (7%), Fat Free Yogurt (milk), Red Pepper, Garlic Purée, Spices, Ginger Purée, Tapioca Starch (sulphite), Coriander, Salt, Dried Potato, Tomato Powder, Garlic Powder, Onion Powder, Acidity Regulator: Citric Acid; Coriander Leaf, Colour: Paprika Extract; Sweetener: Sucralose.",4088600233130_0_L.png,https://groceries.aldi.co.uk/en-GB/p-slimwell-ready-meals-sweet-potato-curry-550g/4088600233130,,True,False,True
1457,Plant Menu No Beef Pasties 360g/2 Pack,aldi,1.19,frozen,"Water, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin, Palm Oil, Potato (9%), Diced Onion (7%), Carrot (5%), Swede (5%),soya Protein Concentrate (2.5%), Rapeseed Oil, Peas, Modified Maize Starch, Salt, Black Pepper, Flavour Enhancer: Yeast Extract; Emulsifiers: Mono- And Diglycerides Of Fatty Acids; Stabiliser: Hydroxypropyl Methyl Cellulose; Potato Fibre, Dried Glucose Syrup, Dried Onions, Sugar, barley malt Extract (Contains gluten), Flavourings, Carrot Powder, wheat Protein, Colour: Carotenes",4088600241401_0.jpg,https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-beef-pasties-360g2-pack/4088600241401,,False,True,True
1458,Oakhurst 100% Beef Quarter Pounders 454g,aldi,2.49,frozen,"Beef (99%), Salt, Maltodextrin, Dextrose, Sugar, Spices, Spice Extracts, Flavouring.",25096392_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-oakhurst-100-beef-quarter-pounders-454g/25096392,,True,True,True
1459,Oakhurst Cook From Frozen Thick Pork Sausages Lightly S,aldi,1.99,frozen,"Pork (61%), Water, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Pork Fat, Salt, Stabiliser: Diphosphates; Yeast Extract, Preservative: Sodium metabisulphite; Ground White Pepper, Ground Mace, Ground Ginger, Ground Nutmeg, Antioxidant: Ascorbic Acid; Sage Extract; Raising Agent: Ammonium Carbonate. Filled Into Beef Collagen Casings.",4088600165745_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-oakhurst-cook-from-frozen-thick-pork-sausages-lightly-seasoned-800g16-pack/4088600165745,,False,True,True
1460,Oakhurst Cook From Frozen Irish Recipe Pork Sausages Ca,aldi,1.99,frozen,"Pork (56%), Water, Pork Rind, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Dextrose, Stabiliser: Diphosphates; Onion Powder, Yeast Extract, Ground Mace, Ground White Pepper, Preservative: Sodium metabisulphite; Dried Sage, Antioxidant: Ascorbic Acid; Sage Extract, Spice Extracts. Filled Into Beef Casing.",4088600165752_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-oakhurst-cook-from-frozen-irish-recipe-pork-sausages-carefully-seasoned-800g16-pack/4088600165752,,False,True,True
1461,Plant Menu No Pork Sausage Rolls 400g/4 Pack,aldi,1.19,frozen,"Water, Fortified wheat flour (wheat flour, Calcium Carbonate, Niacin, Iron, Thiamin (B1)), Vegetable Oil (Palm Oil, Rapeseed Oil), Textured soya Protein (6%), Sunflower Oil, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Modified Maize Starch, Salt, Methyl Cellulose, Dehydrated Onion, Onion Powder, Mushroom Concentrate, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Sage, Ground White Pepper, Dried Sage, Rapeseed Oil, Ammonium Bicarbonate, Ground Nutmeg, Sugar, Onion Concentrate, Porcini Mushroom Powder, Chilli Powder, Sodium Bicarbonate, Ground Sage, Cornflour, Yeast, Parsley, Paprika Powder, barley malt Extract, wheat Protein, Colour: Carotenes.",4088600177250_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-plant-menu-no-pork-sausage-rolls-400g4-pack/4088600177250,,False,True,True
1462,Oakhurst Breakfast Pork Patties 342g/6 Pack,aldi,1.89,frozen,"Pork (96%), Water, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Dried Herbs, Yeast Extract, Sugar, Spices.",4088600182766_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-oakhurst-breakfast-pork-patties-342g6-pack/4088600182766,,False,True,True
1463,The Fishmonger Chunky Breaded Cod Fish Fillets 500g/4 P,aldi,3.79,frozen,"Cod (Gadus Morhua) (65%) (fish), wheat flour, Rapeseed Oil, Water, Salt, wheat Starch, Rice Flour, Sugar, mustard Powder, Palm Fat Powder, Yeast Extract, Garlic Powder, Onion Powder, Yeast, Sunflower Oil, Flavouring, Glucose Syrup, milk Proteins.",4088600186320_0.jpg,https://groceries.aldi.co.uk/en-GB/p-the-fishmonger-chunky-breaded-cod-fish-fillets-500g4-pack/4088600186320,,False,False,True
1464,The Fishmonger Chunky Battered Cod Fish Fillets 500g/4,aldi,3.79,frozen,"Cod (Gadus Morhua) (65%) (fish), wheat flour, Water, Rapeseed Oil, wheat Starch, Maize Flour, Salt, Palm Fat Powder, Dextrose, Yeast, Flavouring, Spice Extracts, Sunflower Oil.",4088600186337_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-the-fishmonger-chunky-battered-cod-fish-fillets-500g4-pack/4088600186337,,False,True,True
1465,"Crestwood Spinach, Leek & Cheddar Lattices 2x150g",aldi,1.69,frozen,"Water, wheat flour, Palm Oil, Spinach (10%), Cheddar Cheese (8%) (milk), Cream (milk), Potato, Onion, Leeks (2.5%), Modified Potato Starch, Flax Seeds (Brown Flax Seeds, Yellow Flax Seeds), Sunflower Oil, Cream Powder (milk), Natural Cheese Flavouring (milk), Salt, Rapeseed Oil, wheat gluten, Modified Corn Starch, Garlic, milk Protein, Dried egg Powder, Acidity Regulator: Citric Acid; Emulsifier: Mono- And Diglycerides Of Fatty Acids; Black Pepper, White Pepper.",4088600191225_0.jpg,https://groceries.aldi.co.uk/en-GB/p-crestwood-spinach-leek-cheddar-lattices-2x150g/4088600191225,,False,False,True
1466,Gianni's American Classic Mix Mini Ice Cream Cups 4x110,aldi,2.99,frozen,"Chewy Caramel Ice Cream: [Partially Reconstituted buttermilk Powder, Whole Jersey milk (26%), Double Cream (14%) (milk), milk Chocolate Caramel Cups (7%) [milk Chocolate (Sugar, Cocoa Butter, Whole milk Powder, Cocoa Mass, Emulsifier: Lecithins (soya); Natural Vanilla Flavouring), Caramel Centre (Glucose Syrup, Invert Sugar, Coconut Oil, Skimmed Sweetened Condensed milk [Skimmed milk, Sugar], Demerara Sugar, Sweetcream Butter With Added Salt [milk, Salt], Water)], Sugar, Salted Caramel Sauce (5%) [Water, Sugar, Glucose-fructose Syrup, Sweetened Condensed milk (milk, Sugar, Lactose (milk)), Inverted Sugar Syrup, Unsalted Butter (milk), Cornflour, Salt (1%), Colour: Plain Caramel; Gelling Agent: Pectins; Flavourings], Dextrose, Caramel Sauce (4%) [Water, Sugar, Glucose Syrup, Double Cream (milk), Light Brown Sugar, Sweetened Condensed Skimmed milk (milk, Sugar, Lactose (milk)), Modified Waxy Maize Starch, Salted Butter (Butter (milk), Salt), Colour: Plain Caramel, Sea Salt (0.5%)], Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Locust Bean Gum, Guar Gum; Colour: Plain Caramel; Flavourings]. Chocolate Brownie Ice Cream: [Partially Reconstituted buttermilk Powder, Whole Jersey milk (25%), Double Cream (14%) (milk), Brownie Dough Pieces (6%) [Sugar, wheat Flour (With Added Calcium Carbonate, Iron, Niacin And Thiamin), Salted Butter (Butter (milk), Salt), Water, Fat Reduced Cocoa Powder (Alkalised), Free Range Whole egg Powder, Sea Salt, Raising Agent: Sodium Bicarbonate; Natural Vanilla Flavouring], Sugar, Dark Chocolate (6%) (Cocoa Mass, Sugar, Cocoa Butter, Emulsifier: Lecithins (soya); Flavouring), Dextrose, Fat Reduced Cocoa Powder, Bittersweet Brownie Pieces (3.5%) [Sugar, Free Range Whole egg, wheat Flour (With Calcium Carbonate, Iron Thiamin, Nicotinamide), Salted Butter (Butter (milk), Salt), Fat Reduced Cocoa Powder, Brown Sugar, Salt, Raising Agent: Sodium Bicarbonate], Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Locust Bean Gum, Guar Gum].Cookie Dough Ice Cream: [Partially Reconstituted buttermilk Powder, Whole Jersey milk (27%), Double Cream (15%) (milk), Chocolate Chip Cookie Dough Pieces (11%) [wheat Flour (With Calcium Carbonate, Vitamix (Calcium Sulphate, Iron, Nicotinamide, Thiamin)), Sugar, Sweetcream Butter With Added Salt (milk, Salt), Demerara Sugar, Water, Dark Chocolate Chips (Cocoa Mass, Granulated Sugar, Cocoa Powder, Cocoa Butter, Emulsifier: Lecithins (soya)), Free Range egg Powder, Raising Agent: Sodium Bicarbonate; Salt, Natural Vanilla Flavouring With Other Natural Flavourings], Sugar, Dextrose, Dark Chocolate Shavings (1.5%) (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Lecithins (soya); Flavouring), Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Locust Bean Gum, Guar Gum; Flavourings, Colour: Annatto, Curcumin].Strawberry Cheesecake Ice Cream: [Partially Reconstituted buttermilk Powder, Whole Jersey milk (26%), Double Cream (14%) (milk), Strawberry Sauce (9%) (Strawberries (50%), Sugar, Water, Starch: Cornflour, Strawberry Juice Concentrate (2%), Gelling Agent: Pectin; Flavourings), Digestive Biscuit Crumble (7%) [Digestive Crumble (wheat Flour (wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Vegetable Fat [Palm Oil, Rapeseed Oil], Sugar, Invert Sugar Syrup, Raising Agent: Sodium Bicarbonate; Salt), Vegetable Fat (Shea Oil, Palm Oil, Emulsifier: Sunflower Lecithin)], Sugar, Dextrose, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Locust Bean Gum, Guar Gum; Natural Flavouring, Colour: Beetroot Red].",4088600191461_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-giannis-american-classic-mix-mini-ice-cream-cups-4x110ml/4088600191461,,False,False,True
